question_set_title,question_number,question_type,question_text,options,correct_answer,matching_pairs,labels,explanation,hint,marks,drawing_template
Mathematics Practice 5,34,fill_blank,Convert 5000ml to liters: _______ L,,5,,,,,1,
Mathematics Practice 5,35,mcq,What is 1/2 + 1/4?,"[""2/6"", ""3/4"", ""1/6"", ""2/4""]",3/4,,,,,1,
Mathematics Practice 5,36,fill_blank,What is 144 ÷ 12?,,12,,,,,1,
Mathematics Practice 5,37,fill_blank,The perimeter of a square with side 7cm is _______ cm.,,28,,,,,1,
Mathematics Practice 5,38,fill_blank,"The total of 5, 10, 15, 20 is _______. The mean is _______.",,"50, 12.5",,,,,2,
Mathematics Practice 5,39,fill_blank,A triangle has angles of 60° and 80°. The third angle is _______ degrees.,,40,,,,,1,
Mathematics Practice 5,40,written,Show your working: Sara ate 2/5 of a pizza. Her brother ate 1/4 of the same pizza. How much pizza did they eat together?,,2/5 + 1/4 = 8/20 + 5/20 = 13/20 of the pizza,,,,,3,
Mathematics Practice 5,41,written,"The ratio of boys to girls in a class is 3:2. If there are 15 boys, how many girls are there?",,"Boys:Girls = 3:2. If 3 parts = 15, then 1 part = 5. Girls = 2 × 5 = 10",,,,,2,
Mathematics Practice 5,42,mcq,Which type of chart is best for showing change over time?,"[""Pie chart"", ""Line graph"", ""Bar chart"", ""Pictogram""]",Line graph,,,,,1,
Mathematics Practice 5,43,written,A train leaves at 09:45 and arrives at 11:20. How long is the journey?,,1 hour 35 minutes,,,,,2,
Mathematics Practice 5,44,written,"A bookshop sells books at RM25 each. If they offer a 20% discount, how much would 3 books cost? Show your working.",,Discounted price = RM25 × 0.8 = RM20. Total = RM20 × 3 = RM60,,,,,3,
Mathematics Practice 5,45,fill_blank,Solve: m - 8 = 12. m = _______,,20,,,,,1,
Mathematics Practice 5,46,mcq,What type of angle is 135°?,"[""Acute"", ""Right"", ""Obtuse"", ""Reflex""]",Obtuse,,,,,1,
Mathematics Practice 5,47,mcq,Convert 0.75 to a fraction in simplest form:,"[""75/100"", ""3/4"", ""7/5"", ""15/20""]",3/4,,,,,1,
Mathematics Practice 6,1,mcq,Simplify: 12/18,"[""4/6"", ""2/3"", ""6/9"", ""3/4""]",2/3,,,,,1,
Mathematics Practice 6,2,written,"The ratio of boys to girls in a class is 3:2. If there are 15 boys, how many girls are there?",,"Boys:Girls = 3:2. If 3 parts = 15, then 1 part = 5. Girls = 2 × 5 = 10",,,,,2,
Mathematics Practice 6,3,fill_blank,Calculate: 25 × 12 = _______,,300,,,,,1,
Mathematics Practice 6,4,fill_blank,Calculate: 456 + 789 = _______,,1245,,,,,1,
Mathematics Practice 6,5,mcq,How many minutes are in 2 hours 30 minutes?,"[""120"", ""130"", ""150"", ""180""]",150,,,,,1,
Mathematics Practice 6,6,fill_blank,How many seconds are in 5 minutes? _______,,300,,,,,1,
Mathematics Practice 6,7,mcq,What is 0.5 × 0.4?,"[""0.9"", ""0.2"", ""0.02"", ""2.0""]",0.2,,,,,1,
Mathematics Practice 6,8,fill_blank,50% of _______ is 25.,,50,,,,,1,
Mathematics Practice 6,9,written,Write an expression for: 5 more than a number n,,n + 5,,,,,1,
Mathematics Practice 6,10,mcq,Convert 3/4 to a percentage:,"[""25%"", ""50%"", ""75%"", ""100%""]",75%,,,,,1,
Mathematics Practice 6,11,fill_blank,"Order from smallest to largest: 0.3, 0.25, 0.35",,"0.25, 0.3, 0.35",,,,,1,
Mathematics Practice 6,12,mcq,"If x = 5, what is 3x + 2?","[""15"", ""17"", ""10"", ""13""]",17,,,,,1,
Mathematics Practice 6,13,mcq,The angles of a triangle add up to:,"[""90°"", ""180°"", ""270°"", ""360°""]",180°,,,,,1,
Mathematics Practice 6,14,written,Calculate the area of a triangle with base 10cm and height 6cm. Show your working.,,Area = 1/2 × base × height = 1/2 × 10 × 6 = 30cm²,,,,,2,
Mathematics Practice 6,15,fill_blank,Express 0.6 as a percentage: _______%.,,60,,,,,1,
Mathematics Practice 6,16,fill_blank,12.6 ÷ 3 = _______,,4.2,,,,,1,
Mathematics Practice 6,17,mcq,What is the area of a rectangle with length 8cm and width 5cm?,"[""13cm²"", ""40cm²"", ""26cm²"", ""80cm²""]",40cm²,,,,,1,
Mathematics Practice 6,18,written,Show your working: Sara ate 2/5 of a pizza. Her brother ate 1/4 of the same pizza. How much pizza did they eat together?,,2/5 + 1/4 = 8/20 + 5/20 = 13/20 of the pizza,,,,,3,
Mathematics Practice 6,19,mcq,Convert 0.75 to a fraction in simplest form:,"[""75/100"", ""3/4"", ""7/5"", ""15/20""]",3/4,,,,,1,
Mathematics Practice 6,20,mcq,Round 7.846 to 2 decimal places:,"[""7.84"", ""7.85"", ""7.80"", ""7.90""]",7.85,,,,,1,
Mathematics Practice 6,21,written,A tank can hold 500 liters of water. It is 3/5 full. How many more liters are needed to fill it?,,Water in tank = 500 × 3/5 = 300L. Space remaining = 500 - 300 = 200 liters,,,,,3,
Mathematics Practice 6,22,mcq,A film starts at 14:30 and lasts 1 hour 45 minutes. What time does it end?,"[""15:15"", ""15:45"", ""16:15"", ""16:45""]",16:15,,,,,1,
Mathematics Practice 6,23,fill_blank,"Find the median of: 2, 5, 8, 11, 14. The median is _______.",,8,,,,,1,
Mathematics Practice 6,24,fill_blank,Convert 5000ml to liters: _______ L,,5,,,,,1,
Mathematics Practice 6,25,written,A book normally costs RM40. It is on sale for 25% off. Show your working to find the sale price.,,Discount = 25% of RM40 = RM10. Sale price = RM40 - RM10 = RM30,,,,,2,
Mathematics Practice 6,26,mcq,What is 3/5 of 40?,"[""20"", ""24"", ""25"", ""30""]",24,,,,,1,
Mathematics Practice 6,27,mcq,"If a = 4 and b = 3, what is a + b + ab?","[""12"", ""19"", ""10"", ""7""]",19,,,,,1,
Mathematics Practice 6,28,mcq,What is the value of 2n when n = 6?,"[""8"", ""12"", ""26"", ""3""]",12,,,,,1,
Mathematics Practice 6,29,fill_blank,6.8 - 2.35 = _______,,4.45,,,,,1,
Mathematics Practice 6,30,mcq,What is 3.5 + 2.75?,"[""5.25"", ""6.00"", ""6.25"", ""5.75""]",6.25,,,,,1,
Mathematics Practice 6,31,fill_blank,Solve: 2x = 10. x = _______,,5,,,,,1,
Mathematics Practice 6,32,mcq,What is 25% of 80?,"[""15"", ""20"", ""25"", ""30""]",20,,,,,1,
Mathematics Practice 6,33,written,A circle has a radius of 7cm. Calculate its circumference using π = 22/7.,,Circumference = 2πr = 2 × 22/7 × 7 = 44cm,,,,,2,
Mathematics Practice 6,34,mcq,What is 1/2 + 1/4?,"[""2/6"", ""3/4"", ""1/6"", ""2/4""]",3/4,,,,,1,
Mathematics Practice 6,35,mcq,How many grams are in 2.5 kg?,"[""250g"", ""2500g"", ""25g"", ""25000g""]",2500g,,,,,1,
Mathematics Practice 6,36,fill_blank,Sarah has 48 stickers. She gives 1/4 to her friend. How many stickers does she give away?,,12,,,,,1,
Mathematics Practice 6,37,mcq,How many sides does a hexagon have?,"[""5"", ""6"", ""7"", ""8""]",6,,,,,1,
Mathematics Practice 6,38,mcq,"If an item costs RM50 and is discounted by 10%, the new price is:","[""RM40"", ""RM45"", ""RM55"", ""RM60""]",RM45,,,,,1,
Mathematics Practice 6,39,fill_blank,A triangle has angles of 60° and 80°. The third angle is _______ degrees.,,40,,,,,1,
Mathematics Practice 6,40,mcq,What type of angle is 135°?,"[""Acute"", ""Right"", ""Obtuse"", ""Reflex""]",Obtuse,,,,,1,
Mathematics Practice 6,41,fill_blank,Express 2/5 as a decimal: _______,,0.4,,,,,1,
Mathematics Practice 6,42,written,"A bookshop sells books at RM25 each. If they offer a 20% discount, how much would 3 books cost? Show your working.",,Discounted price = RM25 × 0.8 = RM20. Total = RM20 × 3 = RM60,,,,,3,
Mathematics Practice 6,43,written,Show your working: A shop sells pencils at RM0.80 each. How much do 15 pencils cost?,,15 × RM0.80 = RM12.00,,,,,2,
Mathematics Practice 6,44,fill_blank,What is 144 ÷ 12?,,12,,,,,1,
Mathematics Practice 6,45,written,A train leaves at 09:45 and arrives at 11:20. How long is the journey?,,1 hour 35 minutes,,,,,2,
Mathematics Practice 6,46,mcq,What is 5 + 9 × 3?,"[""42"", ""32"", ""27"", ""17""]",32,,,,,1,
Mathematics Practice 6,47,fill_blank,Calculate: 3.5 + 2.7 = _______,,6.2,,,,,1,
Mathematics Practice 6,48,fill_blank,A train travels at 80km/h. How far does it travel in 3 hours?,,240,,,,,1,
Mathematics Practice 7,1,mcq,How many grams are in 2.5 kg?,"[""250g"", ""2500g"", ""25g"", ""25000g""]",2500g,,,,,1,
Mathematics Practice 7,2,fill_blank,"Find the median of: 2, 5, 8, 11, 14. The median is _______.",,8,,,,,1,
Mathematics Practice 7,3,fill_blank,12.6 ÷ 3 = _______,,4.2,,,,,1,
Mathematics Practice 7,4,mcq,What is 20% of 150?,"[""20"", ""25"", ""30"", ""35""]",30,,,,,1,
Mathematics Practice 7,5,mcq,"The mean of 4, 8, 6, 10, 12 is:","[""6"", ""8"", ""10"", ""12""]",8,,,,,1,
Mathematics Practice 7,6,mcq,What is 1/2 + 1/4?,"[""2/6"", ""3/4"", ""1/6"", ""2/4""]",3/4,,,,,1,
Mathematics Practice 7,7,mcq,"In a bar chart, what does the height of the bar show?","[""The category"", ""The frequency/value"", ""The title"", ""The color""]",The frequency/value,,,,,1,
Mathematics Practice 7,8,mcq,Solve: y + 7 = 15. What is y?,"[""7"", ""8"", ""22"", ""10""]",8,,,,,1,
Mathematics Practice 7,9,mcq,What is 5 + 9 × 3?,"[""42"", ""32"", ""27"", ""17""]",32,,,,,1,
Mathematics Practice 7,10,mcq,Round 4.567 to one decimal place:,"[""4.5"", ""4.6"", ""4.7"", ""5.0""]",4.6,,,,,1,
Mathematics Practice 7,11,fill_blank,Solve: 2x = 10. x = _______,,5,,,,,1,
Mathematics Practice 7,12,fill_blank,Sarah has 48 stickers. She gives 1/4 to her friend. How many stickers does she give away?,,12,,,,,1,
Mathematics Practice 7,13,written,"The ratio of boys to girls in a class is 3:2. If there are 15 boys, how many girls are there?",,"Boys:Girls = 3:2. If 3 parts = 15, then 1 part = 5. Girls = 2 × 5 = 10",,,,,2,
Mathematics Practice 7,14,mcq,What type of angle is 135°?,"[""Acute"", ""Right"", ""Obtuse"", ""Reflex""]",Obtuse,,,,,1,
Mathematics Practice 7,15,mcq,What is the area of a rectangle with length 8cm and width 5cm?,"[""13cm²"", ""40cm²"", ""26cm²"", ""80cm²""]",40cm²,,,,,1,
Mathematics Practice 7,16,written,A tank can hold 500 liters of water. It is 3/5 full. How many more liters are needed to fill it?,,Water in tank = 500 × 3/5 = 300L. Space remaining = 500 - 300 = 200 liters,,,,,3,
Mathematics Practice 7,17,mcq,The angles of a triangle add up to:,"[""90°"", ""180°"", ""270°"", ""360°""]",180°,,,,,1,
Mathematics Practice 7,18,fill_blank,A triangle has angles of 60° and 80°. The third angle is _______ degrees.,,40,,,,,1,
Mathematics Practice 7,19,fill_blank,"Order from smallest to largest: 0.3, 0.25, 0.35",,"0.25, 0.3, 0.35",,,,,1,
Mathematics Practice 7,20,mcq,Convert 7/10 to a decimal:,"[""0.07"", ""0.7"", ""7.0"", ""70""]",0.7,,,,,1,
Mathematics Practice 7,21,fill_blank,What is 1/3 + 1/6 = _______ (as a fraction),,1/2,,,,,1,
Mathematics Practice 7,22,fill_blank,How many seconds are in 5 minutes? _______,,300,,,,,1,
Mathematics Practice 7,23,mcq,"What is the mode of: 3, 5, 7, 5, 9, 5, 2?","[""3"", ""5"", ""7"", ""9""]",5,,,,,1,
Mathematics Practice 7,24,mcq,Convert 3/4 to a percentage:,"[""25%"", ""50%"", ""75%"", ""100%""]",75%,,,,,1,
Mathematics Practice 7,25,mcq,"If an item costs RM50 and is discounted by 10%, the new price is:","[""RM40"", ""RM45"", ""RM55"", ""RM60""]",RM45,,,,,1,
Mathematics Practice 7,26,written,Write an expression for: 5 more than a number n,,n + 5,,,,,1,
Mathematics Practice 7,27,fill_blank,What is 144 ÷ 12?,,12,,,,,1,
Mathematics Practice 7,28,written,Show your working: Sara ate 2/5 of a pizza. Her brother ate 1/4 of the same pizza. How much pizza did they eat together?,,2/5 + 1/4 = 8/20 + 5/20 = 13/20 of the pizza,,,,,3,
Mathematics Practice 7,29,fill_blank,"If p = 7, calculate 4p - 10",,18,,,,,1,
Mathematics Practice 7,30,mcq,Convert 0.75 to a fraction in simplest form:,"[""75/100"", ""3/4"", ""7/5"", ""15/20""]",3/4,,,,,1,
Mathematics Practice 7,31,written,A circle has a radius of 7cm. Calculate its circumference using π = 22/7.,,Circumference = 2πr = 2 × 22/7 × 7 = 44cm,,,,,2,
Mathematics Practice 7,32,fill_blank,Solve: m - 8 = 12. m = _______,,20,,,,,1,
Mathematics Practice 7,33,fill_blank,Convert 5000ml to liters: _______ L,,5,,,,,1,
Mathematics Practice 7,34,mcq,"If a = 4 and b = 3, what is a + b + ab?","[""12"", ""19"", ""10"", ""7""]",19,,,,,1,
Mathematics Practice 7,35,fill_blank,6.8 - 2.35 = _______,,4.45,,,,,1,
Mathematics Practice 7,36,fill_blank,Calculate: 3.5 + 2.7 = _______,,6.2,,,,,1,
Mathematics Practice 7,37,fill_blank,What is 1000 - 347?,,653,,,,,1,
Mathematics Practice 7,38,written,"A bookshop sells books at RM25 each. If they offer a 20% discount, how much would 3 books cost? Show your working.",,Discounted price = RM25 × 0.8 = RM20. Total = RM20 × 3 = RM60,,,,,3,
Mathematics Practice 7,39,mcq,How many sides does a hexagon have?,"[""5"", ""6"", ""7"", ""8""]",6,,,,,1,
Mathematics Practice 7,40,mcq,How many minutes are in 2 hours 30 minutes?,"[""120"", ""130"", ""150"", ""180""]",150,,,,,1,
Mathematics Practice 7,41,fill_blank,The perimeter of a square with side 7cm is _______ cm.,,28,,,,,1,
Mathematics Practice 8,1,written,A tank can hold 500 liters of water. It is 3/5 full. How many more liters are needed to fill it?,,Water in tank = 500 × 3/5 = 300L. Space remaining = 500 - 300 = 200 liters,,,,,3,
Mathematics Practice 8,2,fill_blank,12.6 ÷ 3 = _______,,4.2,,,,,1,
Mathematics Practice 8,3,fill_blank,"Order from smallest to largest: 0.3, 0.25, 0.35",,"0.25, 0.3, 0.35",,,,,1,
Mathematics Practice 8,4,mcq,What type of angle is 135°?,"[""Acute"", ""Right"", ""Obtuse"", ""Reflex""]",Obtuse,,,,,1,
Mathematics Practice 8,5,fill_blank,"Find the median of: 2, 5, 8, 11, 14. The median is _______.",,8,,,,,1,
Mathematics Practice 8,6,written,A book normally costs RM40. It is on sale for 25% off. Show your working to find the sale price.,,Discount = 25% of RM40 = RM10. Sale price = RM40 - RM10 = RM30,,,,,2,
Mathematics Practice 8,7,mcq,How many grams are in 2.5 kg?,"[""250g"", ""2500g"", ""25g"", ""25000g""]",2500g,,,,,1,
Mathematics Practice 8,8,written,Show your working: A shop sells pencils at RM0.80 each. How much do 15 pencils cost?,,15 × RM0.80 = RM12.00,,,,,2,
Mathematics Practice 8,9,mcq,What percentage is 15 out of 60?,"[""15%"", ""20%"", ""25%"", ""30%""]",25%,,,,,1,
Mathematics Practice 8,10,written,"A bookshop sells books at RM25 each. If they offer a 20% discount, how much would 3 books cost? Show your working.",,Discounted price = RM25 × 0.8 = RM20. Total = RM20 × 3 = RM60,,,,,3,
Mathematics Practice 8,11,fill_blank,Calculate: 25 × 12 = _______,,300,,,,,1,
Mathematics Practice 8,12,mcq,What is 5 + 9 × 3?,"[""42"", ""32"", ""27"", ""17""]",32,,,,,1,
Mathematics Practice 8,13,written,Write an expression for: 5 more than a number n,,n + 5,,,,,1,
Mathematics Practice 8,14,mcq,"If an item costs RM50 and is discounted by 10%, the new price is:","[""RM40"", ""RM45"", ""RM55"", ""RM60""]",RM45,,,,,1,
Mathematics Practice 8,15,mcq,What is 3/5 of 40?,"[""20"", ""24"", ""25"", ""30""]",24,,,,,1,
Mathematics Practice 8,16,mcq,"The range of 15, 23, 8, 31, 12 is:","[""15"", ""23"", ""31"", ""23""]",23,,,,,1,
Mathematics Practice 8,17,fill_blank,Calculate: 3.5 + 2.7 = _______,,6.2,,,,,1,
Mathematics Practice 8,18,mcq,Which type of chart is best for showing change over time?,"[""Pie chart"", ""Line graph"", ""Bar chart"", ""Pictogram""]",Line graph,,,,,1,
Mathematics Practice 8,19,fill_blank,Convert 5000ml to liters: _______ L,,5,,,,,1,
Mathematics Practice 8,20,mcq,What is the value of 2n when n = 6?,"[""8"", ""12"", ""26"", ""3""]",12,,,,,1,
Mathematics Practice 8,21,mcq,What is 20% of 150?,"[""20"", ""25"", ""30"", ""35""]",30,,,,,1,
Mathematics Practice 8,22,fill_blank,What is 144 ÷ 12?,,12,,,,,1,
Mathematics Practice 8,23,mcq,Convert 0.75 to a fraction in simplest form:,"[""75/100"", ""3/4"", ""7/5"", ""15/20""]",3/4,,,,,1,
Mathematics Practice 8,24,mcq,"If a = 4 and b = 3, what is a + b + ab?","[""12"", ""19"", ""10"", ""7""]",19,,,,,1,
Mathematics Practice 8,25,mcq,"The mean of 4, 8, 6, 10, 12 is:","[""6"", ""8"", ""10"", ""12""]",8,,,,,1,
Mathematics Practice 8,26,fill_blank,A train travels at 80km/h. How far does it travel in 3 hours?,,240,,,,,1,
Mathematics Practice 8,27,fill_blank,What is 1000 - 347?,,653,,,,,1,
Mathematics Practice 8,28,fill_blank,The perimeter of a square with side 7cm is _______ cm.,,28,,,,,1,
Mathematics Practice 8,29,written,Show your working: Sara ate 2/5 of a pizza. Her brother ate 1/4 of the same pizza. How much pizza did they eat together?,,2/5 + 1/4 = 8/20 + 5/20 = 13/20 of the pizza,,,,,3,
Mathematics Practice 8,30,written,Calculate the area of a triangle with base 10cm and height 6cm. Show your working.,,Area = 1/2 × base × height = 1/2 × 10 × 6 = 30cm²,,,,,2,
Mathematics Practice 8,31,mcq,What is 3.5 + 2.75?,"[""5.25"", ""6.00"", ""6.25"", ""5.75""]",6.25,,,,,1,
Mathematics Practice 8,32,fill_blank,Express 0.6 as a percentage: _______%.,,60,,,,,1,
Mathematics Practice 8,33,mcq,What is 1/2 + 1/4?,"[""2/6"", ""3/4"", ""1/6"", ""2/4""]",3/4,,,,,1,
Mathematics Practice 8,34,mcq,"In a bar chart, what does the height of the bar show?","[""The category"", ""The frequency/value"", ""The title"", ""The color""]",The frequency/value,,,,,1,
Mathematics Practice 8,35,mcq,What is 0.5 × 0.4?,"[""0.9"", ""0.2"", ""0.02"", ""2.0""]",0.2,,,,,1,
Mathematics Practice 8,36,fill_blank,50% of _______ is 25.,,50,,,,,1,
Mathematics Practice 8,37,mcq,Convert 3.5 km to meters:,"[""350m"", ""3500m"", ""35m"", ""35000m""]",3500m,,,,,1,
Mathematics Practice 8,38,fill_blank,Solve: m - 8 = 12. m = _______,,20,,,,,1,
Mathematics Practice 8,39,written,A circle has a radius of 7cm. Calculate its circumference using π = 22/7.,,Circumference = 2πr = 2 × 22/7 × 7 = 44cm,,,,,2,
Mathematics Practice 8,40,fill_blank,A triangle has angles of 60° and 80°. The third angle is _______ degrees.,,40,,,,,1,
Problem Solving Challenge 9,1,mcq,Solve: y + 7 = 15. What is y?,"[""7"", ""8"", ""22"", ""10""]",8,,,,,1,
Problem Solving Challenge 9,2,mcq,How many minutes are in 2 hours 30 minutes?,"[""120"", ""130"", ""150"", ""180""]",150,,,,,1,
Problem Solving Challenge 9,3,mcq,What is 3.5 + 2.75?,"[""5.25"", ""6.00"", ""6.25"", ""5.75""]",6.25,,,,,1,
Problem Solving Challenge 9,4,fill_blank,The perimeter of a square with side 7cm is _______ cm.,,28,,,,,1,
Problem Solving Challenge 9,5,mcq,Round 4.567 to one decimal place:,"[""4.5"", ""4.6"", ""4.7"", ""5.0""]",4.6,,,,,1,
Problem Solving Challenge 9,6,fill_blank,Express 2/5 as a decimal: _______,,0.4,,,,,1,
Problem Solving Challenge 9,7,mcq,"If an item costs RM50 and is discounted by 10%, the new price is:","[""RM40"", ""RM45"", ""RM55"", ""RM60""]",RM45,,,,,1,
Problem Solving Challenge 9,8,written,A tank can hold 500 liters of water. It is 3/5 full. How many more liters are needed to fill it?,,Water in tank = 500 × 3/5 = 300L. Space remaining = 500 - 300 = 200 liters,,,,,3,
Problem Solving Challenge 9,9,mcq,Convert 3.5 km to meters:,"[""350m"", ""3500m"", ""35m"", ""35000m""]",3500m,,,,,1,
Problem Solving Challenge 9,10,fill_blank,How many seconds are in 5 minutes? _______,,300,,,,,1,
Problem Solving Challenge 9,11,fill_blank,50% of _______ is 25.,,50,,,,,1,
Problem Solving Challenge 9,12,written,Show your working: A shop sells pencils at RM0.80 each. How much do 15 pencils cost?,,15 × RM0.80 = RM12.00,,,,,2,
Problem Solving Challenge 9,13,mcq,Convert 7/10 to a decimal:,"[""0.07"", ""0.7"", ""7.0"", ""70""]",0.7,,,,,1,
Problem Solving Challenge 9,14,mcq,Simplify: 12/18,"[""4/6"", ""2/3"", ""6/9"", ""3/4""]",2/3,,,,,1,
Problem Solving Challenge 9,15,fill_blank,6.8 - 2.35 = _______,,4.45,,,,,1,
Problem Solving Challenge 9,16,fill_blank,12.6 ÷ 3 = _______,,4.2,,,,,1,
Problem Solving Challenge 9,17,mcq,How many sides does a hexagon have?,"[""5"", ""6"", ""7"", ""8""]",6,,,,,1,
Problem Solving Challenge 9,18,fill_blank,"If p = 7, calculate 4p - 10",,18,,,,,1,
Problem Solving Challenge 9,19,mcq,What is 0.5 × 0.4?,"[""0.9"", ""0.2"", ""0.02"", ""2.0""]",0.2,,,,,1,
Problem Solving Challenge 9,20,fill_blank,What is 1/3 + 1/6 = _______ (as a fraction),,1/2,,,,,1,
Problem Solving Challenge 9,21,mcq,What is 20% of 150?,"[""20"", ""25"", ""30"", ""35""]",30,,,,,1,
Problem Solving Challenge 9,22,mcq,The angles of a triangle add up to:,"[""90°"", ""180°"", ""270°"", ""360°""]",180°,,,,,1,
Problem Solving Challenge 9,23,mcq,What is the value of 2n when n = 6?,"[""8"", ""12"", ""26"", ""3""]",12,,,,,1,
Problem Solving Challenge 9,24,written,A train leaves at 09:45 and arrives at 11:20. How long is the journey?,,1 hour 35 minutes,,,,,2,
Problem Solving Challenge 9,25,mcq,Convert 0.75 to a fraction in simplest form:,"[""75/100"", ""3/4"", ""7/5"", ""15/20""]",3/4,,,,,1,
Problem Solving Challenge 9,26,fill_blank,"Find the median of: 2, 5, 8, 11, 14. The median is _______.",,8,,,,,1,
Problem Solving Challenge 9,27,written,A book normally costs RM40. It is on sale for 25% off. Show your working to find the sale price.,,Discount = 25% of RM40 = RM10. Sale price = RM40 - RM10 = RM30,,,,,2,
Problem Solving Challenge 9,28,mcq,"The mean of 4, 8, 6, 10, 12 is:","[""6"", ""8"", ""10"", ""12""]",8,,,,,1,
Problem Solving Challenge 9,29,mcq,"What is the mode of: 3, 5, 7, 5, 9, 5, 2?","[""3"", ""5"", ""7"", ""9""]",5,,,,,1,
Problem Solving Challenge 9,30,written,A circle has a radius of 7cm. Calculate its circumference using π = 22/7.,,Circumference = 2πr = 2 × 22/7 × 7 = 44cm,,,,,2,
Problem Solving Challenge 9,31,written,Calculate the area of a triangle with base 10cm and height 6cm. Show your working.,,Area = 1/2 × base × height = 1/2 × 10 × 6 = 30cm²,,,,,2,
Problem Solving Challenge 9,32,mcq,How many grams are in 2.5 kg?,"[""250g"", ""2500g"", ""25g"", ""25000g""]",2500g,,,,,1,
Problem Solving Challenge 9,33,mcq,A film starts at 14:30 and lasts 1 hour 45 minutes. What time does it end?,"[""15:15"", ""15:45"", ""16:15"", ""16:45""]",16:15,,,,,1,
Problem Solving Challenge 9,34,written,Show your working: Sara ate 2/5 of a pizza. Her brother ate 1/4 of the same pizza. How much pizza did they eat together?,,2/5 + 1/4 = 8/20 + 5/20 = 13/20 of the pizza,,,,,3,
Problem Solving Challenge 9,35,written,Write an expression for: 5 more than a number n,,n + 5,,,,,1,
Problem Solving Challenge 9,36,mcq,What percentage is 15 out of 60?,"[""15%"", ""20%"", ""25%"", ""30%""]",25%,,,,,1,
Problem Solving Challenge 9,37,mcq,Convert 3/4 to a percentage:,"[""25%"", ""50%"", ""75%"", ""100%""]",75%,,,,,1,
Problem Solving Challenge 9,38,fill_blank,A triangle has angles of 60° and 80°. The third angle is _______ degrees.,,40,,,,,1,
Problem Solving Challenge 9,39,mcq,What is 1/2 + 1/4?,"[""2/6"", ""3/4"", ""1/6"", ""2/4""]",3/4,,,,,1,
Problem Solving Challenge 9,40,mcq,Calculate: 6 × (4 + 5),"[""29"", ""54"", ""45"", ""33""]",54,,,,,1,
Problem Solving Challenge 9,41,mcq,What type of angle is 135°?,"[""Acute"", ""Right"", ""Obtuse"", ""Reflex""]",Obtuse,,,,,1,
Problem Solving Challenge 9,42,fill_blank,What is 144 ÷ 12?,,12,,,,,1,
Problem Solving Challenge 9,43,fill_blank,Solve: 2x = 10. x = _______,,5,,,,,1,
Problem Solving Challenge 9,44,fill_blank,Sarah has 48 stickers. She gives 1/4 to her friend. How many stickers does she give away?,,12,,,,,1,
Problem Solving Challenge 9,45,fill_blank,"The total of 5, 10, 15, 20 is _______. The mean is _______.",,"50, 12.5",,,,,2,
Problem Solving Challenge 9,46,fill_blank,Solve: m - 8 = 12. m = _______,,20,,,,,1,
Problem Solving Challenge 9,47,fill_blank,Express 0.6 as a percentage: _______%.,,60,,,,,1,
Mathematics Practice 10,1,fill_blank,Solve: m - 8 = 12. m = _______,,20,,,,,1,
Mathematics Practice 10,2,written,"A bookshop sells books at RM25 each. If they offer a 20% discount, how much would 3 books cost? Show your working.",,Discounted price = RM25 × 0.8 = RM20. Total = RM20 × 3 = RM60,,,,,3,
Mathematics Practice 10,3,mcq,"What is the mode of: 3, 5, 7, 5, 9, 5, 2?","[""3"", ""5"", ""7"", ""9""]",5,,,,,1,
Mathematics Practice 10,4,written,Calculate the area of a triangle with base 10cm and height 6cm. Show your working.,,Area = 1/2 × base × height = 1/2 × 10 × 6 = 30cm²,,,,,2,
Mathematics Practice 10,5,fill_blank,Calculate: 25 × 12 = _______,,300,,,,,1,
Mathematics Practice 10,6,mcq,Which type of chart is best for showing change over time?,"[""Pie chart"", ""Line graph"", ""Bar chart"", ""Pictogram""]",Line graph,,,,,1,
Mathematics Practice 10,7,mcq,What percentage is 15 out of 60?,"[""15%"", ""20%"", ""25%"", ""30%""]",25%,,,,,1,
Mathematics Practice 10,8,written,A train leaves at 09:45 and arrives at 11:20. How long is the journey?,,1 hour 35 minutes,,,,,2,
Mathematics Practice 10,9,fill_blank,Sarah has 48 stickers. She gives 1/4 to her friend. How many stickers does she give away?,,12,,,,,1,
Mathematics Practice 10,10,fill_blank,"Find the median of: 2, 5, 8, 11, 14. The median is _______.",,8,,,,,1,
Mathematics Practice 10,11,mcq,Convert 0.75 to a fraction in simplest form:,"[""75/100"", ""3/4"", ""7/5"", ""15/20""]",3/4,,,,,1,
Mathematics Practice 10,12,mcq,Convert 7/10 to a decimal:,"[""0.07"", ""0.7"", ""7.0"", ""70""]",0.7,,,,,1,
Mathematics Practice 10,13,fill_blank,What is 1000 - 347?,,653,,,,,1,
Mathematics Practice 10,14,fill_blank,6.8 - 2.35 = _______,,4.45,,,,,1,
Mathematics Practice 10,15,fill_blank,Express 2/5 as a decimal: _______,,0.4,,,,,1,
Mathematics Practice 10,16,mcq,"In a bar chart, what does the height of the bar show?","[""The category"", ""The frequency/value"", ""The title"", ""The color""]",The frequency/value,,,,,1,
Mathematics Practice 10,17,mcq,The angles of a triangle add up to:,"[""90°"", ""180°"", ""270°"", ""360°""]",180°,,,,,1,
Mathematics Practice 10,18,mcq,What is 0.5 × 0.4?,"[""0.9"", ""0.2"", ""0.02"", ""2.0""]",0.2,,,,,1,
