question_set_title,question_number,question_type,question_text,options,correct_answer,matching_pairs,labels,explanation,hint,marks,drawing_template
Nature & Science 4,40,mcq,What is the largest organ in the human body?,"[""Heart"", ""Brain"", ""Skin"", ""Liver""]",Skin,,,,,1,
Nature & Science 4,41,mcq,What force pulls objects towards the Earth?,"[""Friction"", ""Gravity"", ""Magnetism"", ""Air resistance""]",Gravity,,,,,1,
Nature & Science 4,42,mcq,Which part of the plant absorbs water from the soil?,"[""Leaves"", ""Stem"", ""Roots"", ""Flowers""]",Roots,,,,,1,
Nature & Science 4,43,mcq,Which type of energy does a moving car have?,"[""Potential energy"", ""Kinetic energy"", ""Sound energy"", ""Nuclear energy""]",Kinetic energy,,,,,1,
Nature & Science 4,44,mcq,What do plants produce during photosynthesis?,"[""Carbon dioxide"", ""Oxygen and glucose"", ""Nitrogen"", ""Water only""]",Oxygen and glucose,,,,,1,
Nature & Science 4,45,mcq,Which organ is part of the digestive system?,"[""Heart"", ""Lungs"", ""Stomach"", ""Brain""]",Stomach,,,,,1,
Nature & Science 5,1,fill_blank,The chemical symbol for water is _______.,,H2O,,,,,1,
Nature & Science 5,2,mcq,What travels faster: sound or light?,"[""Sound"", ""Light"", ""They travel equally"", ""Neither moves""]",Light,,,,,1,
Nature & Science 5,3,fill_blank,"When a liquid changes to a gas, it is called _______.",,evaporation,,,,,1,
Nature & Science 5,4,mcq,Which organ is part of the digestive system?,"[""Heart"", ""Lungs"", ""Stomach"", ""Brain""]",Stomach,,,,,1,
Nature & Science 5,5,fill_blank,The organ that pumps blood around the body is the _______.,,heart,,,,,1,
Nature & Science 5,6,fill_blank,The movement of tectonic plates can cause _______.,,earthquakes,,,,,1,
Nature & Science 5,7,matching,Match the organ to its function,,"Heart-Pumps blood, Lungs-Gas exchange, Stomach-Digests food, Brain-Controls body","[{""left"": ""Heart"", ""right"": ""Pumps blood""}, {""left"": ""Lungs"", ""right"": ""Gas exchange""}, {""left"": ""Stomach"", ""right"": ""Digests food""}, {""left"": ""Brain"", ""right"": ""Controls body""}]",,,,4,
Nature & Science 5,8,written,Explain how the water cycle works. Include at least 3 stages.,,"1. Evaporation: Sun heats water from oceans/lakes, turning it into water vapor. 2. Condensation: Water vapor rises, cools, and forms clouds. 3. Precipitation: Water falls as rain or snow. 4. Collection: Water returns to oceans, lakes, or groundwater.",,,,,4,
Nature & Science 5,9,fill_blank,A material that does not allow electricity to pass through is called an _______.,,insulator,,,,,1,
Nature & Science 5,10,mcq,What are the three states of matter?,"[""Hot, cold, warm"", ""Solid, liquid, gas"", ""Hard, soft, fluid"", ""Heavy, light, medium""]","Solid, liquid, gas",,,,,1,
Nature & Science 5,11,mcq,What type of rock is formed from cooled lava?,"[""Sedimentary"", ""Metamorphic"", ""Igneous"", ""Limestone""]",Igneous,,,,,1,
Nature & Science 5,12,mcq,Which part of the plant absorbs water from the soil?,"[""Leaves"", ""Stem"", ""Roots"", ""Flowers""]",Roots,,,,,1,
Nature & Science 5,13,mcq,What is the main function of the heart?,"[""Digest food"", ""Pump blood around the body"", ""Filter waste"", ""Store oxygen""]",Pump blood around the body,,,,,1,
Nature & Science 5,14,mcq,What do plants produce during photosynthesis?,"[""Carbon dioxide"", ""Oxygen and glucose"", ""Nitrogen"", ""Water only""]",Oxygen and glucose,,,,,1,
Nature & Science 5,15,written,Explain the difference between potential energy and kinetic energy. Give an example of each.,,"Potential energy is stored energy (e.g., a ball held up high). Kinetic energy is energy of motion (e.g., a rolling ball).",,,,,4,
Nature & Science 5,16,mcq,Which type of energy does a moving car have?,"[""Potential energy"", ""Kinetic energy"", ""Sound energy"", ""Nuclear energy""]",Kinetic energy,,,,,1,
Nature & Science 5,17,mcq,What force pulls objects towards the Earth?,"[""Friction"", ""Gravity"", ""Magnetism"", ""Air resistance""]",Gravity,,,,,1,
Nature & Science 5,18,mcq,What happens when ice is heated?,"[""It stays the same"", ""It melts into water"", ""It becomes gas directly"", ""It gets harder""]",It melts into water,,,,,1,
Nature & Science 5,19,fill_blank,The speed of light is approximately _______ km/s.,,300000,,,,,1,
Nature & Science 5,20,mcq,Which gas do we breathe in?,"[""Carbon dioxide"", ""Nitrogen"", ""Oxygen"", ""Hydrogen""]",Oxygen,,,,,1,
Nature & Science 5,21,mcq,What causes day and night?,"[""Moon orbiting Earth"", ""Earth rotating on its axis"", ""Sun moving around Earth"", ""Clouds blocking sunlight""]",Earth rotating on its axis,,,,,1,
Nature & Science 5,22,matching,Match the organ to its function,,"Heart-Pumps blood, Lungs-Gas exchange, Stomach-Digests food, Brain-Controls body","[{""left"": ""Heart"", ""right"": ""Pumps blood""}, {""left"": ""Lungs"", ""right"": ""Gas exchange""}, {""left"": ""Stomach"", ""right"": ""Digests food""}, {""left"": ""Brain"", ""right"": ""Controls body""}]",,,,4,
Nature & Science 5,23,fill_blank,The speed of light is approximately _______ km/s.,,300000,,,,,1,
Nature & Science 5,24,written,Why does a parachute slow down a falling object?,,"A parachute increases air resistance/drag, which opposes the force of gravity, causing the object to fall more slowly.",,,,,3,
Nature & Science 5,25,written,Why does a parachute slow down a falling object?,,"A parachute increases air resistance/drag, which opposes the force of gravity, causing the object to fall more slowly.",,,,,3,
Nature & Science 5,26,mcq,Which is an example of a conductor of electricity?,"[""Rubber"", ""Plastic"", ""Copper"", ""Wood""]",Copper,,,,,1,
Nature & Science 5,27,written,Explain why plants are important for life on Earth. Give two reasons.,,1. Plants produce oxygen through photosynthesis which animals need to breathe. 2. Plants provide food for animals and humans in the food chain.,,,,,4,
Nature & Science 5,28,fill_blank,The organ that pumps blood around the body is the _______.,,heart,,,,,1,
Nature & Science 5,29,written,Explain the difference between a physical change and a chemical change. Give an example of each.,,"Physical change: substance changes form but remains the same material (e.g., ice melting to water). Chemical change: new substances are formed (e.g., burning wood produces ash and smoke).",,,,,4,
Nature & Science 5,30,mcq,Which organ is part of the digestive system?,"[""Heart"", ""Lungs"", ""Stomach"", ""Brain""]",Stomach,,,,,1,
Nature & Science 5,31,mcq,What is the main function of the heart?,"[""Digest food"", ""Pump blood around the body"", ""Filter waste"", ""Store oxygen""]",Pump blood around the body,,,,,1,
Nature & Science 5,32,mcq,What is the unit of force?,"[""Meter"", ""Newton"", ""Kilogram"", ""Joule""]",Newton,,,,,1,
Nature & Science 5,33,written,Describe the path of blood through the heart and lungs.,,"Deoxygenated blood enters the right atrium, moves to right ventricle, goes to lungs to get oxygen, returns to left atrium, moves to left ventricle, and is pumped to the body.",,,,,4,
Nature & Science 5,34,mcq,At what temperature does water boil at sea level?,"[""0°C"", ""50°C"", ""100°C"", ""212°C""]",100°C,,,,,1,
Nature & Science 5,35,fill_blank,Oxygen enters the body through the _______.,,lungs,,,,,1,
Nature & Science 5,36,fill_blank,The Earth takes _______ days to orbit the Sun.,,365,,,,,1,
Nature & Science 5,37,mcq,What travels faster: sound or light?,"[""Sound"", ""Light"", ""They travel equally"", ""Neither moves""]",Light,,,,,1,
Nature & Science 5,38,mcq,What force pulls objects towards the Earth?,"[""Friction"", ""Gravity"", ""Magnetism"", ""Air resistance""]",Gravity,,,,,1,
Nature & Science 5,39,mcq,What is the largest organ in the human body?,"[""Heart"", ""Brain"", ""Skin"", ""Liver""]",Skin,,,,,1,
Nature & Science 5,40,fill_blank,The gas we breathe out is _______ dioxide.,,carbon,,,,,1,
Nature & Science 5,41,fill_blank,The process by which plants make food using sunlight is called _______.,,photosynthesis,,,,,1,
Nature & Science 5,42,mcq,Which layer of Earth is the hottest?,"[""Crust"", ""Mantle"", ""Outer core"", ""Inner core""]",Inner core,,,,,1,
Scientific Investigation 6,1,mcq,What is the largest organ in the human body?,"[""Heart"", ""Brain"", ""Skin"", ""Liver""]",Skin,,,,,1,
Scientific Investigation 6,2,mcq,What is the main function of the heart?,"[""Digest food"", ""Pump blood around the body"", ""Filter waste"", ""Store oxygen""]",Pump blood around the body,,,,,1,
Scientific Investigation 6,3,written,Explain why plants are important for life on Earth. Give two reasons.,,1. Plants produce oxygen through photosynthesis which animals need to breathe. 2. Plants provide food for animals and humans in the food chain.,,,,,4,
Scientific Investigation 6,4,mcq,Which type of energy does a moving car have?,"[""Potential energy"", ""Kinetic energy"", ""Sound energy"", ""Nuclear energy""]",Kinetic energy,,,,,1,
Scientific Investigation 6,5,mcq,Which part of the plant absorbs water from the soil?,"[""Leaves"", ""Stem"", ""Roots"", ""Flowers""]",Roots,,,,,1,
Scientific Investigation 6,6,written,Describe the path of blood through the heart and lungs.,,"Deoxygenated blood enters the right atrium, moves to right ventricle, goes to lungs to get oxygen, returns to left atrium, moves to left ventricle, and is pumped to the body.",,,,,4,
Scientific Investigation 6,7,mcq,Which organ is part of the digestive system?,"[""Heart"", ""Lungs"", ""Stomach"", ""Brain""]",Stomach,,,,,1,
Scientific Investigation 6,8,mcq,What is the largest organ in the human body?,"[""Heart"", ""Brain"", ""Skin"", ""Liver""]",Skin,,,,,1,
Scientific Investigation 6,9,fill_blank,The organ that pumps blood around the body is the _______.,,heart,,,,,1,
Scientific Investigation 6,10,mcq,Which layer of Earth is the hottest?,"[""Crust"", ""Mantle"", ""Outer core"", ""Inner core""]",Inner core,,,,,1,
Scientific Investigation 6,11,fill_blank,The speed of light is approximately _______ km/s.,,300000,,,,,1,
Scientific Investigation 6,12,matching,Match the organ to its function,,"Heart-Pumps blood, Lungs-Gas exchange, Stomach-Digests food, Brain-Controls body","[{""left"": ""Heart"", ""right"": ""Pumps blood""}, {""left"": ""Lungs"", ""right"": ""Gas exchange""}, {""left"": ""Stomach"", ""right"": ""Digests food""}, {""left"": ""Brain"", ""right"": ""Controls body""}]",,,,4,
Scientific Investigation 6,13,written,Explain how the water cycle works. Include at least 3 stages.,,"1. Evaporation: Sun heats water from oceans/lakes, turning it into water vapor. 2. Condensation: Water vapor rises, cools, and forms clouds. 3. Precipitation: Water falls as rain or snow. 4. Collection: Water returns to oceans, lakes, or groundwater.",,,,,4,
Scientific Investigation 6,14,mcq,What happens when ice is heated?,"[""It stays the same"", ""It melts into water"", ""It becomes gas directly"", ""It gets harder""]",It melts into water,,,,,1,
Scientific Investigation 6,15,fill_blank,A material that does not allow electricity to pass through is called an _______.,,insulator,,,,,1,
Scientific Investigation 6,16,written,Explain how the water cycle works. Include at least 3 stages.,,"1. Evaporation: Sun heats water from oceans/lakes, turning it into water vapor. 2. Condensation: Water vapor rises, cools, and forms clouds. 3. Precipitation: Water falls as rain or snow. 4. Collection: Water returns to oceans, lakes, or groundwater.",,,,,4,
Scientific Investigation 6,17,mcq,What do plants produce during photosynthesis?,"[""Carbon dioxide"", ""Oxygen and glucose"", ""Nitrogen"", ""Water only""]",Oxygen and glucose,,,,,1,
Scientific Investigation 6,18,mcq,At what temperature does water boil at sea level?,"[""0°C"", ""50°C"", ""100°C"", ""212°C""]",100°C,,,,,1,
Scientific Investigation 6,19,written,Why does a parachute slow down a falling object?,,"A parachute increases air resistance/drag, which opposes the force of gravity, causing the object to fall more slowly.",,,,,3,
Scientific Investigation 6,20,mcq,Which type of energy does a moving car have?,"[""Potential energy"", ""Kinetic energy"", ""Sound energy"", ""Nuclear energy""]",Kinetic energy,,,,,1,
Scientific Investigation 6,21,mcq,What type of rock is formed from cooled lava?,"[""Sedimentary"", ""Metamorphic"", ""Igneous"", ""Limestone""]",Igneous,,,,,1,
Scientific Investigation 6,22,fill_blank,The process by which plants make food using sunlight is called _______.,,photosynthesis,,,,,1,
Scientific Investigation 6,23,fill_blank,The movement of tectonic plates can cause _______.,,earthquakes,,,,,1,
Scientific Investigation 6,24,fill_blank,The gas we breathe out is _______ dioxide.,,carbon,,,,,1,
Scientific Investigation 6,25,mcq,What are the three states of matter?,"[""Hot, cold, warm"", ""Solid, liquid, gas"", ""Hard, soft, fluid"", ""Heavy, light, medium""]","Solid, liquid, gas",,,,,1,
Scientific Investigation 6,26,fill_blank,Oxygen enters the body through the _______.,,lungs,,,,,1,
Scientific Investigation 6,27,written,Explain the difference between potential energy and kinetic energy. Give an example of each.,,"Potential energy is stored energy (e.g., a ball held up high). Kinetic energy is energy of motion (e.g., a rolling ball).",,,,,4,
Scientific Investigation 6,28,fill_blank,The chemical symbol for water is _______.,,H2O,,,,,1,
Scientific Investigation 6,29,mcq,At what temperature does water boil at sea level?,"[""0°C"", ""50°C"", ""100°C"", ""212°C""]",100°C,,,,,1,
Scientific Investigation 6,30,mcq,Which is an example of a conductor of electricity?,"[""Rubber"", ""Plastic"", ""Copper"", ""Wood""]",Copper,,,,,1,
Scientific Investigation 6,31,fill_blank,The speed of light is approximately _______ km/s.,,300000,,,,,1,
Scientific Investigation 6,32,mcq,What force pulls objects towards the Earth?,"[""Friction"", ""Gravity"", ""Magnetism"", ""Air resistance""]",Gravity,,,,,1,
Scientific Investigation 6,33,mcq,What is the unit of force?,"[""Meter"", ""Newton"", ""Kilogram"", ""Joule""]",Newton,,,,,1,
Scientific Investigation 6,34,fill_blank,"When a liquid changes to a gas, it is called _______.",,evaporation,,,,,1,
Scientific Investigation 6,35,fill_blank,Oxygen enters the body through the _______.,,lungs,,,,,1,
Scientific Investigation 6,36,fill_blank,The Earth takes _______ days to orbit the Sun.,,365,,,,,1,
Scientific Investigation 6,37,mcq,What causes day and night?,"[""Moon orbiting Earth"", ""Earth rotating on its axis"", ""Sun moving around Earth"", ""Clouds blocking sunlight""]",Earth rotating on its axis,,,,,1,
Scientific Investigation 6,38,mcq,What travels faster: sound or light?,"[""Sound"", ""Light"", ""They travel equally"", ""Neither moves""]",Light,,,,,1,
Scientific Investigation 6,39,mcq,Which gas do we breathe in?,"[""Carbon dioxide"", ""Nitrogen"", ""Oxygen"", ""Hydrogen""]",Oxygen,,,,,1,
Scientific Investigation 6,40,written,Explain the difference between a physical change and a chemical change. Give an example of each.,,"Physical change: substance changes form but remains the same material (e.g., ice melting to water). Chemical change: new substances are formed (e.g., burning wood produces ash and smoke).",,,,,4,
Science Discovery 7,1,fill_blank,The movement of tectonic plates can cause _______.,,earthquakes,,,,,1,
Science Discovery 7,2,mcq,Which is an example of a conductor of electricity?,"[""Rubber"", ""Plastic"", ""Copper"", ""Wood""]",Copper,,,,,1,
Science Discovery 7,3,mcq,What is the largest organ in the human body?,"[""Heart"", ""Brain"", ""Skin"", ""Liver""]",Skin,,,,,1,
Science Discovery 7,4,mcq,What happens when ice is heated?,"[""It stays the same"", ""It melts into water"", ""It becomes gas directly"", ""It gets harder""]",It melts into water,,,,,1,
Science Discovery 7,5,fill_blank,The Earth takes _______ days to orbit the Sun.,,365,,,,,1,
Science Discovery 7,6,mcq,Which type of energy does a moving car have?,"[""Potential energy"", ""Kinetic energy"", ""Sound energy"", ""Nuclear energy""]",Kinetic energy,,,,,1,
Science Discovery 7,7,mcq,Which type of energy does a moving car have?,"[""Potential energy"", ""Kinetic energy"", ""Sound energy"", ""Nuclear energy""]",Kinetic energy,,,,,1,
Science Discovery 7,8,written,Explain the difference between a physical change and a chemical change. Give an example of each.,,"Physical change: substance changes form but remains the same material (e.g., ice melting to water). Chemical change: new substances are formed (e.g., burning wood produces ash and smoke).",,,,,4,
Science Discovery 7,9,fill_blank,Oxygen enters the body through the _______.,,lungs,,,,,1,
Science Discovery 7,10,mcq,What do plants produce during photosynthesis?,"[""Carbon dioxide"", ""Oxygen and glucose"", ""Nitrogen"", ""Water only""]",Oxygen and glucose,,,,,1,
Science Discovery 7,11,fill_blank,The movement of tectonic plates can cause _______.,,earthquakes,,,,,1,
Science Discovery 7,12,fill_blank,The organ that pumps blood around the body is the _______.,,heart,,,,,1,
Science Discovery 7,13,mcq,Which gas do we breathe in?,"[""Carbon dioxide"", ""Nitrogen"", ""Oxygen"", ""Hydrogen""]",Oxygen,,,,,1,
Science Discovery 7,14,mcq,Which is an example of a conductor of electricity?,"[""Rubber"", ""Plastic"", ""Copper"", ""Wood""]",Copper,,,,,1,
Science Discovery 7,15,fill_blank,A material that does not allow electricity to pass through is called an _______.,,insulator,,,,,1,
Science Discovery 7,16,mcq,What travels faster: sound or light?,"[""Sound"", ""Light"", ""They travel equally"", ""Neither moves""]",Light,,,,,1,
Science Discovery 7,17,fill_blank,The speed of light is approximately _______ km/s.,,300000,,,,,1,
Science Discovery 7,18,fill_blank,"When a liquid changes to a gas, it is called _______.",,evaporation,,,,,1,
Science Discovery 7,19,written,Explain how the water cycle works. Include at least 3 stages.,,"1. Evaporation: Sun heats water from oceans/lakes, turning it into water vapor. 2. Condensation: Water vapor rises, cools, and forms clouds. 3. Precipitation: Water falls as rain or snow. 4. Collection: Water returns to oceans, lakes, or groundwater.",,,,,4,
Science Discovery 7,20,mcq,What is the largest organ in the human body?,"[""Heart"", ""Brain"", ""Skin"", ""Liver""]",Skin,,,,,1,
Science Discovery 7,21,written,Why does a parachute slow down a falling object?,,"A parachute increases air resistance/drag, which opposes the force of gravity, causing the object to fall more slowly.",,,,,3,
Science Discovery 7,22,mcq,What causes day and night?,"[""Moon orbiting Earth"", ""Earth rotating on its axis"", ""Sun moving around Earth"", ""Clouds blocking sunlight""]",Earth rotating on its axis,,,,,1,
Science Discovery 7,23,written,Explain how the water cycle works. Include at least 3 stages.,,"1. Evaporation: Sun heats water from oceans/lakes, turning it into water vapor. 2. Condensation: Water vapor rises, cools, and forms clouds. 3. Precipitation: Water falls as rain or snow. 4. Collection: Water returns to oceans, lakes, or groundwater.",,,,,4,
Science Discovery 7,24,fill_blank,Oxygen enters the body through the _______.,,lungs,,,,,1,
Science Discovery 7,25,mcq,What type of rock is formed from cooled lava?,"[""Sedimentary"", ""Metamorphic"", ""Igneous"", ""Limestone""]",Igneous,,,,,1,
Science Discovery 7,26,mcq,What force pulls objects towards the Earth?,"[""Friction"", ""Gravity"", ""Magnetism"", ""Air resistance""]",Gravity,,,,,1,
Science Discovery 7,27,mcq,What are the three states of matter?,"[""Hot, cold, warm"", ""Solid, liquid, gas"", ""Hard, soft, fluid"", ""Heavy, light, medium""]","Solid, liquid, gas",,,,,1,
Science Discovery 7,28,fill_blank,The chemical symbol for water is _______.,,H2O,,,,,1,
Science Discovery 7,29,mcq,Which organ is part of the digestive system?,"[""Heart"", ""Lungs"", ""Stomach"", ""Brain""]",Stomach,,,,,1,
Science Discovery 7,30,written,Explain why plants are important for life on Earth. Give two reasons.,,1. Plants produce oxygen through photosynthesis which animals need to breathe. 2. Plants provide food for animals and humans in the food chain.,,,,,4,
Science Discovery 7,31,mcq,Which layer of Earth is the hottest?,"[""Crust"", ""Mantle"", ""Outer core"", ""Inner core""]",Inner core,,,,,1,
Science Discovery 7,32,mcq,What type of rock is formed from cooled lava?,"[""Sedimentary"", ""Metamorphic"", ""Igneous"", ""Limestone""]",Igneous,,,,,1,
Science Discovery 7,33,mcq,At what temperature does water boil at sea level?,"[""0°C"", ""50°C"", ""100°C"", ""212°C""]",100°C,,,,,1,
Science Discovery 7,34,matching,Match the organ to its function,,"Heart-Pumps blood, Lungs-Gas exchange, Stomach-Digests food, Brain-Controls body","[{""left"": ""Heart"", ""right"": ""Pumps blood""}, {""left"": ""Lungs"", ""right"": ""Gas exchange""}, {""left"": ""Stomach"", ""right"": ""Digests food""}, {""left"": ""Brain"", ""right"": ""Controls body""}]",,,,4,
Science Discovery 7,35,written,Explain the difference between potential energy and kinetic energy. Give an example of each.,,"Potential energy is stored energy (e.g., a ball held up high). Kinetic energy is energy of motion (e.g., a rolling ball).",,,,,4,
Science Discovery 7,36,mcq,Which part of the plant absorbs water from the soil?,"[""Leaves"", ""Stem"", ""Roots"", ""Flowers""]",Roots,,,,,1,
Science Discovery 7,37,mcq,What is the unit of force?,"[""Meter"", ""Newton"", ""Kilogram"", ""Joule""]",Newton,,,,,1,
Science Discovery 7,38,fill_blank,The gas we breathe out is _______ dioxide.,,carbon,,,,,1,
Science Discovery 7,39,mcq,What is the main function of the heart?,"[""Digest food"", ""Pump blood around the body"", ""Filter waste"", ""Store oxygen""]",Pump blood around the body,,,,,1,
Science Discovery 7,40,written,Why does a parachute slow down a falling object?,,"A parachute increases air resistance/drag, which opposes the force of gravity, causing the object to fall more slowly.",,,,,3,
Science Discovery 7,41,fill_blank,The process by which plants make food using sunlight is called _______.,,photosynthesis,,,,,1,
Science Discovery 7,42,written,Describe the path of blood through the heart and lungs.,,"Deoxygenated blood enters the right atrium, moves to right ventricle, goes to lungs to get oxygen, returns to left atrium, moves to left ventricle, and is pumped to the body.",,,,,4,
Science Explorer 8,1,fill_blank,The chemical symbol for water is _______.,,H2O,,,,,1,
Science Explorer 8,2,fill_blank,The process by which plants make food using sunlight is called _______.,,photosynthesis,,,,,1,
Science Explorer 8,3,written,Explain the difference between potential energy and kinetic energy. Give an example of each.,,"Potential energy is stored energy (e.g., a ball held up high). Kinetic energy is energy of motion (e.g., a rolling ball).",,,,,4,
Science Explorer 8,4,written,Explain how the water cycle works. Include at least 3 stages.,,"1. Evaporation: Sun heats water from oceans/lakes, turning it into water vapor. 2. Condensation: Water vapor rises, cools, and forms clouds. 3. Precipitation: Water falls as rain or snow. 4. Collection: Water returns to oceans, lakes, or groundwater.",,,,,4,
Science Explorer 8,5,fill_blank,The Earth takes _______ days to orbit the Sun.,,365,,,,,1,
Science Explorer 8,6,mcq,What happens when ice is heated?,"[""It stays the same"", ""It melts into water"", ""It becomes gas directly"", ""It gets harder""]",It melts into water,,,,,1,
Science Explorer 8,7,mcq,Which type of energy does a moving car have?,"[""Potential energy"", ""Kinetic energy"", ""Sound energy"", ""Nuclear energy""]",Kinetic energy,,,,,1,
Science Explorer 8,8,written,Explain why plants are important for life on Earth. Give two reasons.,,1. Plants produce oxygen through photosynthesis which animals need to breathe. 2. Plants provide food for animals and humans in the food chain.,,,,,4,
Science Explorer 8,9,fill_blank,The gas we breathe out is _______ dioxide.,,carbon,,,,,1,
Science Explorer 8,10,fill_blank,The Earth takes _______ days to orbit the Sun.,,365,,,,,1,
Science Explorer 8,11,mcq,Which organ is part of the digestive system?,"[""Heart"", ""Lungs"", ""Stomach"", ""Brain""]",Stomach,,,,,1,
Science Explorer 8,12,fill_blank,The speed of light is approximately _______ km/s.,,300000,,,,,1,
Science Explorer 8,13,fill_blank,"When a liquid changes to a gas, it is called _______.",,evaporation,,,,,1,
Science Explorer 8,14,mcq,At what temperature does water boil at sea level?,"[""0°C"", ""50°C"", ""100°C"", ""212°C""]",100°C,,,,,1,
Science Explorer 8,15,written,Explain the difference between a physical change and a chemical change. Give an example of each.,,"Physical change: substance changes form but remains the same material (e.g., ice melting to water). Chemical change: new substances are formed (e.g., burning wood produces ash and smoke).",,,,,4,
Science Explorer 8,16,mcq,What are the three states of matter?,"[""Hot, cold, warm"", ""Solid, liquid, gas"", ""Hard, soft, fluid"", ""Heavy, light, medium""]","Solid, liquid, gas",,,,,1,
Science Explorer 8,17,fill_blank,The gas we breathe out is _______ dioxide.,,carbon,,,,,1,
Science Explorer 8,18,fill_blank,A material that does not allow electricity to pass through is called an _______.,,insulator,,,,,1,
Science Explorer 8,19,mcq,What force pulls objects towards the Earth?,"[""Friction"", ""Gravity"", ""Magnetism"", ""Air resistance""]",Gravity,,,,,1,
Science Explorer 8,20,mcq,Which gas do we breathe in?,"[""Carbon dioxide"", ""Nitrogen"", ""Oxygen"", ""Hydrogen""]",Oxygen,,,,,1,
Science Explorer 8,21,matching,Match the organ to its function,,"Heart-Pumps blood, Lungs-Gas exchange, Stomach-Digests food, Brain-Controls body","[{""left"": ""Heart"", ""right"": ""Pumps blood""}, {""left"": ""Lungs"", ""right"": ""Gas exchange""}, {""left"": ""Stomach"", ""right"": ""Digests food""}, {""left"": ""Brain"", ""right"": ""Controls body""}]",,,,4,
Science Explorer 8,22,mcq,What type of rock is formed from cooled lava?,"[""Sedimentary"", ""Metamorphic"", ""Igneous"", ""Limestone""]",Igneous,,,,,1,
Science Explorer 8,23,mcq,What do plants produce during photosynthesis?,"[""Carbon dioxide"", ""Oxygen and glucose"", ""Nitrogen"", ""Water only""]",Oxygen and glucose,,,,,1,
Science Explorer 8,24,fill_blank,The organ that pumps blood around the body is the _______.,,heart,,,,,1,
Science Explorer 8,25,written,Why does a parachute slow down a falling object?,,"A parachute increases air resistance/drag, which opposes the force of gravity, causing the object to fall more slowly.",,,,,3,
Science Explorer 8,26,mcq,Which is an example of a conductor of electricity?,"[""Rubber"", ""Plastic"", ""Copper"", ""Wood""]",Copper,,,,,1,
Science Explorer 8,27,fill_blank,Oxygen enters the body through the _______.,,lungs,,,,,1,
Science Explorer 8,28,mcq,What causes day and night?,"[""Moon orbiting Earth"", ""Earth rotating on its axis"", ""Sun moving around Earth"", ""Clouds blocking sunlight""]",Earth rotating on its axis,,,,,1,
Science Explorer 8,29,fill_blank,The movement of tectonic plates can cause _______.,,earthquakes,,,,,1,
Science Explorer 8,30,mcq,What travels faster: sound or light?,"[""Sound"", ""Light"", ""They travel equally"", ""Neither moves""]",Light,,,,,1,
Science Explorer 8,31,written,Describe the path of blood through the heart and lungs.,,"Deoxygenated blood enters the right atrium, moves to right ventricle, goes to lungs to get oxygen, returns to left atrium, moves to left ventricle, and is pumped to the body.",,,,,4,
Science Explorer 8,32,mcq,What is the largest organ in the human body?,"[""Heart"", ""Brain"", ""Skin"", ""Liver""]",Skin,,,,,1,
Science Explorer 8,33,written,Why does a parachute slow down a falling object?,,"A parachute increases air resistance/drag, which opposes the force of gravity, causing the object to fall more slowly.",,,,,3,
Science Explorer 8,34,mcq,What is the unit of force?,"[""Meter"", ""Newton"", ""Kilogram"", ""Joule""]",Newton,,,,,1,
Science Explorer 8,35,mcq,Which layer of Earth is the hottest?,"[""Crust"", ""Mantle"", ""Outer core"", ""Inner core""]",Inner core,,,,,1,
Science Explorer 8,36,mcq,Which organ is part of the digestive system?,"[""Heart"", ""Lungs"", ""Stomach"", ""Brain""]",Stomach,,,,,1,
Science Explorer 8,37,mcq,Which part of the plant absorbs water from the soil?,"[""Leaves"", ""Stem"", ""Roots"", ""Flowers""]",Roots,,,,,1,
Science Explorer 8,38,fill_blank,"When a liquid changes to a gas, it is called _______.",,evaporation,,,,,1,
Science Explorer 8,39,mcq,What is the main function of the heart?,"[""Digest food"", ""Pump blood around the body"", ""Filter waste"", ""Store oxygen""]",Pump blood around the body,,,,,1,
Science Explorer 8,40,mcq,What is the main function of the heart?,"[""Digest food"", ""Pump blood around the body"", ""Filter waste"", ""Store oxygen""]",Pump blood around the body,,,,,1,
Scientific Investigation 9,1,mcq,Which is an example of a conductor of electricity?,"[""Rubber"", ""Plastic"", ""Copper"", ""Wood""]",Copper,,,,,1,
Scientific Investigation 9,2,mcq,Which type of energy does a moving car have?,"[""Potential energy"", ""Kinetic energy"", ""Sound energy"", ""Nuclear energy""]",Kinetic energy,,,,,1,
Scientific Investigation 9,3,written,Explain the difference between potential energy and kinetic energy. Give an example of each.,,"Potential energy is stored energy (e.g., a ball held up high). Kinetic energy is energy of motion (e.g., a rolling ball).",,,,,4,
Scientific Investigation 9,4,written,Explain the difference between potential energy and kinetic energy. Give an example of each.,,"Potential energy is stored energy (e.g., a ball held up high). Kinetic energy is energy of motion (e.g., a rolling ball).",,,,,4,
Scientific Investigation 9,5,matching,Match the organ to its function,,"Heart-Pumps blood, Lungs-Gas exchange, Stomach-Digests food, Brain-Controls body","[{""left"": ""Heart"", ""right"": ""Pumps blood""}, {""left"": ""Lungs"", ""right"": ""Gas exchange""}, {""left"": ""Stomach"", ""right"": ""Digests food""}, {""left"": ""Brain"", ""right"": ""Controls body""}]",,,,4,
Scientific Investigation 9,6,written,Explain the difference between a physical change and a chemical change. Give an example of each.,,"Physical change: substance changes form but remains the same material (e.g., ice melting to water). Chemical change: new substances are formed (e.g., burning wood produces ash and smoke).",,,,,4,
