question_set_title,question_number,question_type,question_text,options,correct_answer,matching_pairs,labels,explanation,hint,marks,drawing_template
Grammar & Vocabulary 5,9,mcq,"The old lighthouse stood on the rocky cliff, its beam cutting through the foggy night. What does the lighthouse do?","[""Creates fog"", ""Shines light through fog"", ""Stands on water"", ""Hides from ships""]",Shines light through fog,,,,,1,
Grammar & Vocabulary 5,10,mcq,Which is spelled correctly?,"[""occurence"", ""occurrence"", ""occurrance"", ""occurance""]",occurrence,,,,,1,
Grammar & Vocabulary 5,11,mcq,Identify the noun in: Happiness is important.,"[""is"", ""important"", ""Happiness"", ""none""]",Happiness,,,,,1,
Grammar & Vocabulary 5,12,mcq,"Which word means ""to make something clear""?","[""confuse"", ""clarify"", ""complicate"", ""conceal""]",clarify,,,,,1,
Grammar & Vocabulary 5,13,mcq,Identify the adjective: The bright sun rose early.,"[""sun"", ""rose"", ""bright"", ""early""]",bright,,,,,1,
Grammar & Vocabulary 5,14,mcq,"Select the correct form: If I ____ you, I would apologize.","[""am"", ""was"", ""were"", ""be""]",were,,,,,1,
Grammar & Vocabulary 5,15,written,Explain why authors use metaphors in their writing. Give an example.,,"Authors use metaphors to create vivid imagery and help readers understand ideas by comparing them to familiar things. Example: ""Time is money"" compares time to money to show its value.",,,,,3,
Grammar & Vocabulary 5,16,mcq,Which word is a verb?,"[""beautiful"", ""running"", ""happy"", ""the""]",running,,,,,1,
Grammar & Vocabulary 5,17,mcq,Which sentence uses a colon correctly?,"[""I need: eggs and milk."", ""I need these items: eggs and milk."", ""I: need eggs and milk."", ""I need eggs: and milk.""]",I need these items: eggs and milk.,,,,,1,
Grammar & Vocabulary 5,18,fill_blank,Correct the spelling: It was a _______ (beautifull) day.,,beautiful,,,,,1,
Grammar & Vocabulary 5,19,mcq,Choose the correct word: She ____ to school every day.,"[""go"", ""goes"", ""going"", ""gone""]",goes,,,,,1,
Grammar & Vocabulary 5,20,mcq,Choose the correct spelling:,"[""tommorrow"", ""tomorow"", ""tomorrow"", ""tommorow""]",tomorrow,,,,,1,
Grammar & Vocabulary 5,21,fill_blank,Add the correct punctuation: Its a lovely day,,It's a lovely day.,,,,,1,
Grammar & Vocabulary 5,22,fill_blank,"The plural of ""child"" is _______.",,children,,,,,1,
Grammar & Vocabulary 5,23,mcq,Which word is a conjunction?,"[""quickly"", ""however"", ""beautiful"", ""happily""]",however,,,,,1,
Grammar & Vocabulary 5,24,written,Combine these sentences: The cat is fluffy. The cat is orange.,,The cat is fluffy and orange. / The fluffy cat is orange.,,,,,2,
Grammar & Vocabulary 5,25,mcq,Which is spelled correctly?,"[""goverment"", ""government"", ""goverment"", ""governmant""]",government,,,,,1,
Grammar & Vocabulary 5,26,written,"Read: ""The rainforest is often called the lungs of the Earth because it produces much of the world's oxygen."" Why is this comparison made?",,"Just as lungs help us breathe by processing air, rainforests produce oxygen that the world needs. Both are essential for life.",,,,,3,
Grammar & Vocabulary 5,27,written,Write a sentence using a semicolon correctly.,,Example: I love reading; my sister prefers sports.,,,,,2,
Grammar & Vocabulary 5,28,mcq,"What does ""abundant"" mean?","[""scarce"", ""plentiful"", ""tiny"", ""dark""]",plentiful,,,,,1,
Grammar & Vocabulary 5,29,fill_blank,"The plural of ""mouse"" is _______.",,mice,,,,,1,
Grammar & Vocabulary 5,30,written,List 3 adjectives to describe a sunset.,,"Examples: beautiful, orange, peaceful, stunning, colorful",,,,,2,
Grammar & Vocabulary 5,31,mcq,Which word is spelled correctly?,"[""seperate"", ""separate"", ""separete"", ""seprate""]",separate,,,,,1,
Grammar & Vocabulary 5,32,written,"Use the word ""reluctant"" in a sentence that shows you understand its meaning.",,Example: She was reluctant to speak in front of the class because she felt nervous.,,,,,2,
Grammar & Vocabulary 5,33,mcq,"The object in ""She reads books"" is:","[""She"", ""reads"", ""books"", ""She reads""]",books,,,,,1,
Grammar & Vocabulary 5,34,mcq,"Choose the antonym of ""genuine"":","[""real"", ""authentic"", ""fake"", ""true""]",fake,,,,,1,
Grammar & Vocabulary 5,35,mcq,Which is a proper noun?,"[""city"", ""river"", ""Malaysia"", ""school""]",Malaysia,,,,,1,
Grammar & Vocabulary 5,36,fill_blank,Correct the spelling: She showed great _______ (independance).,,independence,,,,,1,
Grammar & Vocabulary 5,37,written,"Explain the difference between ""their"", ""there"", and ""they're"". Give an example sentence for each.",,"Their = possessive (their book), There = place (over there), They're = they are (they're happy)",,,,,3,
Grammar & Vocabulary 5,38,mcq,Which word is spelled correctly?,"[""recieve"", ""receive"", ""receve"", ""receeve""]",receive,,,,,1,
Grammar & Vocabulary 5,39,fill_blank,"The comparative form of ""good"" is _______.",,better,,,,,1,
Grammar & Vocabulary 5,40,fill_blank,Correct the spelling: The _______ (libary) is closed today.,,library,,,,,1,
Language Arts Test 6,1,fill_blank,"The comparative form of ""good"" is _______.",,better,,,,,1,
Language Arts Test 6,2,mcq,Which is spelled correctly?,"[""occurence"", ""occurrence"", ""occurrance"", ""occurance""]",occurrence,,,,,1,
Language Arts Test 6,3,mcq,Which sentence is a question?,"[""The dog runs fast."", ""Where is my book?"", ""I love pizza!"", ""Please sit down.""]",Where is my book?,,,,,1,
Language Arts Test 6,4,mcq,"What type of word is ""under""?","[""noun"", ""verb"", ""preposition"", ""adjective""]",preposition,,,,,1,
Language Arts Test 6,5,mcq,"""Enormous"" is a synonym for:","[""tiny"", ""huge"", ""average"", ""minimal""]",huge,,,,,1,
Language Arts Test 6,6,written,Rewrite the following sentence in passive voice: The cat chased the mouse.,,The mouse was chased by the cat.,,,,,2,
Language Arts Test 6,7,mcq,Which word is an adverb?,"[""beautiful"", ""quickly"", ""happy"", ""table""]",quickly,,,,,1,
Language Arts Test 6,8,mcq,"Select the correct form: If I ____ you, I would apologize.","[""am"", ""was"", ""were"", ""be""]",were,,,,,1,
Language Arts Test 6,9,mcq,Identify the adjective: The bright sun rose early.,"[""sun"", ""rose"", ""bright"", ""early""]",bright,,,,,1,
Language Arts Test 6,10,mcq,Which is a compound sentence?,"[""I went home."", ""The cat slept."", ""I went home and my sister stayed."", ""Running fast.""]",I went home and my sister stayed.,,,,,1,
Language Arts Test 6,11,written,Write a sentence using a semicolon correctly.,,Example: I love reading; my sister prefers sports.,,,,,2,
Language Arts Test 6,12,mcq,"The old lighthouse stood on the rocky cliff, its beam cutting through the foggy night. What does the lighthouse do?","[""Creates fog"", ""Shines light through fog"", ""Stands on water"", ""Hides from ships""]",Shines light through fog,,,,,1,
Language Arts Test 6,13,fill_blank,"The past tense of ""swim"" is _______.",,swam,,,,,1,
Language Arts Test 6,14,mcq,Identify the pronoun in: They visited their grandmother yesterday.,"[""visited"", ""grandmother"", ""They"", ""yesterday""]",They,,,,,1,
Language Arts Test 6,15,mcq,Which word is spelled correctly?,"[""recieve"", ""receive"", ""receve"", ""receeve""]",receive,,,,,1,
Language Arts Test 6,16,written,List 3 adjectives to describe a sunset.,,"Examples: beautiful, orange, peaceful, stunning, colorful",,,,,2,
Language Arts Test 6,17,fill_blank,Correct the spelling: The _______ (neccessary) items are in the bag.,,necessary,,,,,1,
Language Arts Test 6,18,mcq,"Choose the antonym of ""genuine"":","[""real"", ""authentic"", ""fake"", ""true""]",fake,,,,,1,
Language Arts Test 6,19,mcq,Which word is a verb?,"[""beautiful"", ""running"", ""happy"", ""the""]",running,,,,,1,
Language Arts Test 6,20,mcq,"What does ""abundant"" mean?","[""scarce"", ""plentiful"", ""tiny"", ""dark""]",plentiful,,,,,1,
Language Arts Test 6,21,written,"Use the word ""reluctant"" in a sentence that shows you understand its meaning.",,Example: She was reluctant to speak in front of the class because she felt nervous.,,,,,2,
Language Arts Test 6,22,fill_blank,Correct the spelling: The _______ (libary) is closed today.,,library,,,,,1,
Language Arts Test 6,23,mcq,Choose the correct spelling:,"[""accomodation"", ""accommodation"", ""acomodation"", ""acommodation""]",accommodation,,,,,1,
Language Arts Test 6,24,mcq,Which is a proper noun?,"[""city"", ""river"", ""Malaysia"", ""school""]",Malaysia,,,,,1,
Language Arts Test 6,25,written,Explain why authors use metaphors in their writing. Give an example.,,"Authors use metaphors to create vivid imagery and help readers understand ideas by comparing them to familiar things. Example: ""Time is money"" compares time to money to show its value.",,,,,3,
Language Arts Test 6,26,written,"Explain the difference between ""their"", ""there"", and ""they're"". Give an example sentence for each.",,"Their = possessive (their book), There = place (over there), They're = they are (they're happy)",,,,,3,
Language Arts Test 6,27,mcq,Choose the correct spelling:,"[""environment"", ""enviroment"", ""enviornment"", ""enviorment""]",environment,,,,,1,
Language Arts Test 6,28,fill_blank,Correct the spelling: It was a _______ (beautifull) day.,,beautiful,,,,,1,
Language Arts Test 6,29,fill_blank,A person who writes books is called an _______.,,author,,,,,1,
Language Arts Test 6,30,mcq,Which word is spelled correctly?,"[""seperate"", ""separate"", ""separete"", ""seprate""]",separate,,,,,1,
Language Arts Test 6,31,fill_blank,"The plural of ""mouse"" is _______.",,mice,,,,,1,
Language Arts Test 6,32,fill_blank,"The plural of ""child"" is _______.",,children,,,,,1,
Language Arts Test 6,33,mcq,Which is spelled correctly?,"[""goverment"", ""government"", ""goverment"", ""governmant""]",government,,,,,1,
Language Arts Test 6,34,mcq,"Maya practiced the piano every day for months. When the recital came, her fingers danced across the keys effortlessly. What can you infer about Maya?","[""She never practiced"", ""Her hard work paid off"", ""She hates piano"", ""She played poorly""]",Her hard work paid off,,,,,1,
Language Arts Test 6,35,mcq,Which sentence uses the past perfect tense correctly?,"[""I have eaten lunch."", ""I had eaten lunch before she arrived."", ""I eat lunch daily."", ""I will have eaten.""]",I had eaten lunch before she arrived.,,,,,1,
Language Arts Test 6,36,fill_blank,Add the correct punctuation: Its a lovely day,,It's a lovely day.,,,,,1,
Language Arts Test 6,37,fill_blank,"The past tense of ""run"" is _______.",,ran,,,,,1,
Language Arts Test 6,38,mcq,Which word is a conjunction?,"[""quickly"", ""however"", ""beautiful"", ""happily""]",however,,,,,1,
Language Arts Test 6,39,mcq,"Which word means ""to make something clear""?","[""confuse"", ""clarify"", ""complicate"", ""conceal""]",clarify,,,,,1,
Language Arts Test 6,40,mcq,Identify the subject in: The tall boy kicked the ball.,"[""kicked"", ""ball"", ""tall"", ""The tall boy""]",The tall boy,,,,,1,
Language Arts Test 6,41,fill_blank,Correct the spelling: She showed great _______ (independance).,,independence,,,,,1,
Language Arts Test 6,42,mcq,Choose the correct spelling:,"[""definately"", ""definitly"", ""definitely"", ""definatly""]",definitely,,,,,1,
Language Arts Test 6,43,mcq,Which sentence uses a colon correctly?,"[""I need: eggs and milk."", ""I need these items: eggs and milk."", ""I: need eggs and milk."", ""I need eggs: and milk.""]",I need these items: eggs and milk.,,,,,1,
Language Arts Test 6,44,mcq,Identify the noun in: Happiness is important.,"[""is"", ""important"", ""Happiness"", ""none""]",Happiness,,,,,1,
Language Arts Test 6,45,mcq,Choose the correct word: She ____ to school every day.,"[""go"", ""goes"", ""going"", ""gone""]",goes,,,,,1,
Language Arts Test 6,46,written,Combine these sentences: The cat is fluffy. The cat is orange.,,The cat is fluffy and orange. / The fluffy cat is orange.,,,,,2,
Language Arts Test 6,47,mcq,Choose the correct spelling:,"[""tommorrow"", ""tomorow"", ""tomorrow"", ""tommorow""]",tomorrow,,,,,1,
Language Arts Test 6,48,mcq,"The object in ""She reads books"" is:","[""She"", ""reads"", ""books"", ""She reads""]",books,,,,,1,
Language Arts Test 6,49,fill_blank,"The opposite of ""generous"" is _______.",,selfish,,,,,1,
Reading & Writing Skills 7,1,mcq,Which word is a conjunction?,"[""quickly"", ""however"", ""beautiful"", ""happily""]",however,,,,,1,
Reading & Writing Skills 7,2,fill_blank,"The past tense of ""run"" is _______.",,ran,,,,,1,
Reading & Writing Skills 7,3,written,Write a sentence using a semicolon correctly.,,Example: I love reading; my sister prefers sports.,,,,,2,
Reading & Writing Skills 7,4,mcq,Identify the subject in: The tall boy kicked the ball.,"[""kicked"", ""ball"", ""tall"", ""The tall boy""]",The tall boy,,,,,1,
Reading & Writing Skills 7,5,mcq,Which sentence is a question?,"[""The dog runs fast."", ""Where is my book?"", ""I love pizza!"", ""Please sit down.""]",Where is my book?,,,,,1,
Reading & Writing Skills 7,6,mcq,Choose the correct spelling:,"[""definately"", ""definitly"", ""definitely"", ""definatly""]",definitely,,,,,1,
Reading & Writing Skills 7,7,mcq,Which word is spelled correctly?,"[""recieve"", ""receive"", ""receve"", ""receeve""]",receive,,,,,1,
Reading & Writing Skills 7,8,mcq,"The old lighthouse stood on the rocky cliff, its beam cutting through the foggy night. What does the lighthouse do?","[""Creates fog"", ""Shines light through fog"", ""Stands on water"", ""Hides from ships""]",Shines light through fog,,,,,1,
Reading & Writing Skills 7,9,fill_blank,Correct the spelling: She showed great _______ (independance).,,independence,,,,,1,
Reading & Writing Skills 7,10,mcq,Choose the correct spelling:,"[""accomodation"", ""accommodation"", ""acomodation"", ""acommodation""]",accommodation,,,,,1,
Reading & Writing Skills 7,11,mcq,Which sentence uses a colon correctly?,"[""I need: eggs and milk."", ""I need these items: eggs and milk."", ""I: need eggs and milk."", ""I need eggs: and milk.""]",I need these items: eggs and milk.,,,,,1,
Reading & Writing Skills 7,12,mcq,"Choose the antonym of ""genuine"":","[""real"", ""authentic"", ""fake"", ""true""]",fake,,,,,1,
Reading & Writing Skills 7,13,mcq,Identify the pronoun in: They visited their grandmother yesterday.,"[""visited"", ""grandmother"", ""They"", ""yesterday""]",They,,,,,1,
Reading & Writing Skills 7,14,fill_blank,"The plural of ""child"" is _______.",,children,,,,,1,
Reading & Writing Skills 7,15,mcq,Identify the adjective: The bright sun rose early.,"[""sun"", ""rose"", ""bright"", ""early""]",bright,,,,,1,
Reading & Writing Skills 7,16,mcq,Which is spelled correctly?,"[""occurence"", ""occurrence"", ""occurrance"", ""occurance""]",occurrence,,,,,1,
Reading & Writing Skills 7,17,fill_blank,A person who writes books is called an _______.,,author,,,,,1,
Reading & Writing Skills 7,18,mcq,Identify the noun in: Happiness is important.,"[""is"", ""important"", ""Happiness"", ""none""]",Happiness,,,,,1,
Reading & Writing Skills 7,19,mcq,Choose the correct spelling:,"[""tommorrow"", ""tomorow"", ""tomorrow"", ""tommorow""]",tomorrow,,,,,1,
Reading & Writing Skills 7,20,written,Combine these sentences: The cat is fluffy. The cat is orange.,,The cat is fluffy and orange. / The fluffy cat is orange.,,,,,2,
Reading & Writing Skills 7,21,mcq,Which is a proper noun?,"[""city"", ""river"", ""Malaysia"", ""school""]",Malaysia,,,,,1,
Reading & Writing Skills 7,22,mcq,Which word is an adverb?,"[""beautiful"", ""quickly"", ""happy"", ""table""]",quickly,,,,,1,
Reading & Writing Skills 7,23,mcq,Which word is a verb?,"[""beautiful"", ""running"", ""happy"", ""the""]",running,,,,,1,
Reading & Writing Skills 7,24,mcq,"The object in ""She reads books"" is:","[""She"", ""reads"", ""books"", ""She reads""]",books,,,,,1,
Reading & Writing Skills 7,25,mcq,"What type of word is ""under""?","[""noun"", ""verb"", ""preposition"", ""adjective""]",preposition,,,,,1,
Reading & Writing Skills 7,26,mcq,Choose the correct word: She ____ to school every day.,"[""go"", ""goes"", ""going"", ""gone""]",goes,,,,,1,
Reading & Writing Skills 7,27,mcq,Which word is spelled correctly?,"[""seperate"", ""separate"", ""separete"", ""seprate""]",separate,,,,,1,
Reading & Writing Skills 7,28,written,Explain why authors use metaphors in their writing. Give an example.,,"Authors use metaphors to create vivid imagery and help readers understand ideas by comparing them to familiar things. Example: ""Time is money"" compares time to money to show its value.",,,,,3,
Reading & Writing Skills 7,29,mcq,"Which word means ""to make something clear""?","[""confuse"", ""clarify"", ""complicate"", ""conceal""]",clarify,,,,,1,
Reading & Writing Skills 7,30,mcq,"Select the correct form: If I ____ you, I would apologize.","[""am"", ""was"", ""were"", ""be""]",were,,,,,1,
Reading & Writing Skills 7,31,written,"Use the word ""reluctant"" in a sentence that shows you understand its meaning.",,Example: She was reluctant to speak in front of the class because she felt nervous.,,,,,2,
Reading & Writing Skills 7,32,fill_blank,Add the correct punctuation: Its a lovely day,,It's a lovely day.,,,,,1,
Reading & Writing Skills 7,33,mcq,Which sentence uses the past perfect tense correctly?,"[""I have eaten lunch."", ""I had eaten lunch before she arrived."", ""I eat lunch daily."", ""I will have eaten.""]",I had eaten lunch before she arrived.,,,,,1,
Reading & Writing Skills 7,34,written,Rewrite the following sentence in passive voice: The cat chased the mouse.,,The mouse was chased by the cat.,,,,,2,
Reading & Writing Skills 7,35,fill_blank,Correct the spelling: The _______ (libary) is closed today.,,library,,,,,1,
Reading & Writing Skills 7,36,fill_blank,Correct the spelling: It was a _______ (beautifull) day.,,beautiful,,,,,1,
Reading & Writing Skills 7,37,fill_blank,"The past tense of ""swim"" is _______.",,swam,,,,,1,
Reading & Writing Skills 7,38,fill_blank,"The opposite of ""generous"" is _______.",,selfish,,,,,1,
Reading & Writing Skills 7,39,written,"Explain the difference between ""their"", ""there"", and ""they're"". Give an example sentence for each.",,"Their = possessive (their book), There = place (over there), They're = they are (they're happy)",,,,,3,
Reading & Writing Skills 7,40,written,List 3 adjectives to describe a sunset.,,"Examples: beautiful, orange, peaceful, stunning, colorful",,,,,2,
Language Arts Test 8,1,mcq,"Which word means ""to make something clear""?","[""confuse"", ""clarify"", ""complicate"", ""conceal""]",clarify,,,,,1,
Language Arts Test 8,2,mcq,Identify the subject in: The tall boy kicked the ball.,"[""kicked"", ""ball"", ""tall"", ""The tall boy""]",The tall boy,,,,,1,
Language Arts Test 8,3,mcq,Which word is spelled correctly?,"[""seperate"", ""separate"", ""separete"", ""seprate""]",separate,,,,,1,
Language Arts Test 8,4,fill_blank,"The past tense of ""swim"" is _______.",,swam,,,,,1,
Language Arts Test 8,5,mcq,Choose the correct spelling:,"[""environment"", ""enviroment"", ""enviornment"", ""enviorment""]",environment,,,,,1,
Language Arts Test 8,6,mcq,Identify the noun in: Happiness is important.,"[""is"", ""important"", ""Happiness"", ""none""]",Happiness,,,,,1,
Language Arts Test 8,7,mcq,Which is spelled correctly?,"[""goverment"", ""government"", ""goverment"", ""governmant""]",government,,,,,1,
Language Arts Test 8,8,written,Rewrite the following sentence in passive voice: The cat chased the mouse.,,The mouse was chased by the cat.,,,,,2,
Language Arts Test 8,9,mcq,Choose the correct word: She ____ to school every day.,"[""go"", ""goes"", ""going"", ""gone""]",goes,,,,,1,
Language Arts Test 8,10,written,Explain why authors use metaphors in their writing. Give an example.,,"Authors use metaphors to create vivid imagery and help readers understand ideas by comparing them to familiar things. Example: ""Time is money"" compares time to money to show its value.",,,,,3,
Language Arts Test 8,11,fill_blank,"The past tense of ""run"" is _______.",,ran,,,,,1,
Language Arts Test 8,12,mcq,Which is a compound sentence?,"[""I went home."", ""The cat slept."", ""I went home and my sister stayed."", ""Running fast.""]",I went home and my sister stayed.,,,,,1,
Language Arts Test 8,13,fill_blank,Correct the spelling: The _______ (neccessary) items are in the bag.,,necessary,,,,,1,
Language Arts Test 8,14,fill_blank,Correct the spelling: She showed great _______ (independance).,,independence,,,,,1,
Language Arts Test 8,15,mcq,Which sentence is a question?,"[""The dog runs fast."", ""Where is my book?"", ""I love pizza!"", ""Please sit down.""]",Where is my book?,,,,,1,
Language Arts Test 8,16,mcq,Identify the adjective: The bright sun rose early.,"[""sun"", ""rose"", ""bright"", ""early""]",bright,,,,,1,
Language Arts Test 8,17,mcq,"What does ""abundant"" mean?","[""scarce"", ""plentiful"", ""tiny"", ""dark""]",plentiful,,,,,1,
Language Arts Test 8,18,fill_blank,Correct the spelling: The _______ (libary) is closed today.,,library,,,,,1,
Language Arts Test 8,19,mcq,"What type of word is ""under""?","[""noun"", ""verb"", ""preposition"", ""adjective""]",preposition,,,,,1,
Language Arts Test 8,20,fill_blank,"The plural of ""child"" is _______.",,children,,,,,1,
Language Arts Test 8,21,mcq,Choose the correct spelling:,"[""definately"", ""definitly"", ""definitely"", ""definatly""]",definitely,,,,,1,
Language Arts Test 8,22,written,Combine these sentences: The cat is fluffy. The cat is orange.,,The cat is fluffy and orange. / The fluffy cat is orange.,,,,,2,
Language Arts Test 8,23,mcq,Choose the correct spelling:,"[""tommorrow"", ""tomorow"", ""tomorrow"", ""tommorow""]",tomorrow,,,,,1,
Language Arts Test 8,24,written,"Explain the difference between ""their"", ""there"", and ""they're"". Give an example sentence for each.",,"Their = possessive (their book), There = place (over there), They're = they are (they're happy)",,,,,3,
Language Arts Test 8,25,mcq,Which word is spelled correctly?,"[""recieve"", ""receive"", ""receve"", ""receeve""]",receive,,,,,1,
Language Arts Test 8,26,written,List 3 adjectives to describe a sunset.,,"Examples: beautiful, orange, peaceful, stunning, colorful",,,,,2,
Language Arts Test 8,27,fill_blank,"The comparative form of ""good"" is _______.",,better,,,,,1,
Language Arts Test 8,28,mcq,Which sentence uses a colon correctly?,"[""I need: eggs and milk."", ""I need these items: eggs and milk."", ""I: need eggs and milk."", ""I need eggs: and milk.""]",I need these items: eggs and milk.,,,,,1,
Language Arts Test 8,29,fill_blank,Correct the spelling: It was a _______ (beautifull) day.,,beautiful,,,,,1,
Language Arts Test 8,30,mcq,"""Enormous"" is a synonym for:","[""tiny"", ""huge"", ""average"", ""minimal""]",huge,,,,,1,
Language Arts Test 8,31,mcq,"Select the correct form: If I ____ you, I would apologize.","[""am"", ""was"", ""were"", ""be""]",were,,,,,1,
Language Arts Test 8,32,mcq,Which word is an adverb?,"[""beautiful"", ""quickly"", ""happy"", ""table""]",quickly,,,,,1,
Language Arts Test 8,33,mcq,Choose the correct spelling:,"[""accomodation"", ""accommodation"", ""acomodation"", ""acommodation""]",accommodation,,,,,1,
Language Arts Test 8,34,mcq,"The old lighthouse stood on the rocky cliff, its beam cutting through the foggy night. What does the lighthouse do?","[""Creates fog"", ""Shines light through fog"", ""Stands on water"", ""Hides from ships""]",Shines light through fog,,,,,1,
Language Arts Test 8,35,mcq,Which is a proper noun?,"[""city"", ""river"", ""Malaysia"", ""school""]",Malaysia,,,,,1,
Language Arts Test 8,36,mcq,"Maya practiced the piano every day for months. When the recital came, her fingers danced across the keys effortlessly. What can you infer about Maya?","[""She never practiced"", ""Her hard work paid off"", ""She hates piano"", ""She played poorly""]",Her hard work paid off,,,,,1,
Language Arts Test 8,37,written,Write a sentence using a semicolon correctly.,,Example: I love reading; my sister prefers sports.,,,,,2,
Language Arts Test 8,38,mcq,Identify the pronoun in: They visited their grandmother yesterday.,"[""visited"", ""grandmother"", ""They"", ""yesterday""]",They,,,,,1,
Language Arts Test 8,39,written,"Read: ""The rainforest is often called the lungs of the Earth because it produces much of the world's oxygen."" Why is this comparison made?",,"Just as lungs help us breathe by processing air, rainforests produce oxygen that the world needs. Both are essential for life.",,,,,3,
Language Arts Test 8,40,written,"Use the word ""reluctant"" in a sentence that shows you understand its meaning.",,Example: She was reluctant to speak in front of the class because she felt nervous.,,,,,2,
Language Arts Test 8,41,mcq,Which sentence uses the past perfect tense correctly?,"[""I have eaten lunch."", ""I had eaten lunch before she arrived."", ""I eat lunch daily."", ""I will have eaten.""]",I had eaten lunch before she arrived.,,,,,1,
Language Arts Test 8,42,fill_blank,"The opposite of ""generous"" is _______.",,selfish,,,,,1,
Language Arts Test 8,43,fill_blank,A person who writes books is called an _______.,,author,,,,,1,
Language Arts Test 8,44,fill_blank,Add the correct punctuation: Its a lovely day,,It's a lovely day.,,,,,1,
Language Arts Test 8,45,fill_blank,"The plural of ""mouse"" is _______.",,mice,,,,,1,
Language Arts Test 8,46,mcq,Which word is a conjunction?,"[""quickly"", ""however"", ""beautiful"", ""happily""]",however,,,,,1,
Language Arts Test 8,47,mcq,Which word is a verb?,"[""beautiful"", ""running"", ""happy"", ""the""]",running,,,,,1,
Language Arts Test 8,48,mcq,"The object in ""She reads books"" is:","[""She"", ""reads"", ""books"", ""She reads""]",books,,,,,1,
Reading & Writing Skills 9,1,written,List 3 adjectives to describe a sunset.,,"Examples: beautiful, orange, peaceful, stunning, colorful",,,,,2,
Reading & Writing Skills 9,2,fill_blank,Correct the spelling: She showed great _______ (independance).,,independence,,,,,1,
Reading & Writing Skills 9,3,mcq,Identify the pronoun in: They visited their grandmother yesterday.,"[""visited"", ""grandmother"", ""They"", ""yesterday""]",They,,,,,1,
Reading & Writing Skills 9,4,mcq,Choose the correct spelling:,"[""tommorrow"", ""tomorow"", ""tomorrow"", ""tommorow""]",tomorrow,,,,,1,
Reading & Writing Skills 9,5,mcq,Which sentence is a question?,"[""The dog runs fast."", ""Where is my book?"", ""I love pizza!"", ""Please sit down.""]",Where is my book?,,,,,1,
Reading & Writing Skills 9,6,mcq,Which is a compound sentence?,"[""I went home."", ""The cat slept."", ""I went home and my sister stayed."", ""Running fast.""]",I went home and my sister stayed.,,,,,1,
Reading & Writing Skills 9,7,fill_blank,"The past tense of ""run"" is _______.",,ran,,,,,1,
Reading & Writing Skills 9,8,fill_blank,Correct the spelling: The _______ (libary) is closed today.,,library,,,,,1,
Reading & Writing Skills 9,9,mcq,Which word is a verb?,"[""beautiful"", ""running"", ""happy"", ""the""]",running,,,,,1,
Reading & Writing Skills 9,10,fill_blank,"The past tense of ""swim"" is _______.",,swam,,,,,1,
Reading & Writing Skills 9,11,written,"Read: ""The rainforest is often called the lungs of the Earth because it produces much of the world's oxygen."" Why is this comparison made?",,"Just as lungs help us breathe by processing air, rainforests produce oxygen that the world needs. Both are essential for life.",,,,,3,
Reading & Writing Skills 9,12,fill_blank,"The plural of ""child"" is _______.",,children,,,,,1,
Reading & Writing Skills 9,13,mcq,Which word is spelled correctly?,"[""seperate"", ""separate"", ""separete"", ""seprate""]",separate,,,,,1,
Reading & Writing Skills 9,14,written,Rewrite the following sentence in passive voice: The cat chased the mouse.,,The mouse was chased by the cat.,,,,,2,
Reading & Writing Skills 9,15,mcq,Identify the subject in: The tall boy kicked the ball.,"[""kicked"", ""ball"", ""tall"", ""The tall boy""]",The tall boy,,,,,1,
Reading & Writing Skills 9,16,mcq,"The old lighthouse stood on the rocky cliff, its beam cutting through the foggy night. What does the lighthouse do?","[""Creates fog"", ""Shines light through fog"", ""Stands on water"", ""Hides from ships""]",Shines light through fog,,,,,1,
Reading & Writing Skills 9,17,mcq,Choose the correct spelling:,"[""accomodation"", ""accommodation"", ""acomodation"", ""acommodation""]",accommodation,,,,,1,
Reading & Writing Skills 9,18,fill_blank,Correct the spelling: It was a _______ (beautifull) day.,,beautiful,,,,,1,
Reading & Writing Skills 9,19,fill_blank,"The opposite of ""generous"" is _______.",,selfish,,,,,1,
Reading & Writing Skills 9,20,mcq,Identify the noun in: Happiness is important.,"[""is"", ""important"", ""Happiness"", ""none""]",Happiness,,,,,1,
Reading & Writing Skills 9,21,mcq,"What type of word is ""under""?","[""noun"", ""verb"", ""preposition"", ""adjective""]",preposition,,,,,1,
Reading & Writing Skills 9,22,mcq,Choose the correct spelling:,"[""definately"", ""definitly"", ""definitely"", ""definatly""]",definitely,,,,,1,
Reading & Writing Skills 9,23,mcq,"The object in ""She reads books"" is:","[""She"", ""reads"", ""books"", ""She reads""]",books,,,,,1,
Reading & Writing Skills 9,24,mcq,Which is a proper noun?,"[""city"", ""river"", ""Malaysia"", ""school""]",Malaysia,,,,,1,
Reading & Writing Skills 9,25,written,"Use the word ""reluctant"" in a sentence that shows you understand its meaning.",,Example: She was reluctant to speak in front of the class because she felt nervous.,,,,,2,
Reading & Writing Skills 9,26,mcq,Choose the correct spelling:,"[""environment"", ""enviroment"", ""enviornment"", ""enviorment""]",environment,,,,,1,
Reading & Writing Skills 9,27,mcq,Which word is an adverb?,"[""beautiful"", ""quickly"", ""happy"", ""table""]",quickly,,,,,1,
Reading & Writing Skills 9,28,mcq,Which is spelled correctly?,"[""occurence"", ""occurrence"", ""occurrance"", ""occurance""]",occurrence,,,,,1,
